Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
2143,55,Male,Backpack,Accessories,58,Louisiana,M,Purple,Winter,3.0,Yes,Free Shipping,No,No,38,Credit Card,Fortnightly
2144,45,Male,Earrings,Accessories,63,Maine,L,Orange,Summer,4.5,Yes,Free Shipping,Yes,Yes,2,Bank Transfer,Quarterly
2145,33,Male,Jewelry,Accessories,46,South Carolina,L,Coral,Spring,3.5,No,Express,Yes,Yes,24,Venmo,Weekly
2146,38,Male,Earrings,Accessories,83,Michigan,M,Lavender,Spring,3.5,No,Standard,Yes,Yes,44,PayPal,Monthly
2147,62,Male,Parka,Outerwear,79,New Jersey,XL,White,Fall,3.5,No,2-Day Shipping,No,No,33,Venmo,Annually
2148,42,Male,T-shirt,Clothing,84,Massachusetts,M,Green,Fall,3.5,No,Store Pickup,No,No,36,Cash,Fortnightly
2149,67,Male,Sweater,Clothing,37,Utah,S,Pink,Fall,3.0,No,2-Day Shipping,Yes,Yes,22,PayPal,Quarterly
2150,57,Male,Coat,Clothing,26,Illinois,M,Black,Fall,3.0,No,Store Pickup,No,No,40,Cash,Every 3 Months
2151,55,Male,Jacket,Clothing,64,Vermont,L,Maroon,Fall,2.5,No,Next Day Air,No,No,13,Debit Card,Quarterly
2152,34,Female,Clogs,Footwear,55,New Mexico,S,White,Fall,3.0,No,2-Day Shipping,Yes,Yes,41,Credit Card,Monthly
2153,61,Female,Oxfords,Footwear,61,Alaska,M,Yellow,Spring,5.0,No,Standard,Yes,Yes,35,Bank Transfer,Annually
2154,59,Female,Shorts,Clothing,57,Maine,M,Brown,Fall,4.0,Yes,Store Pickup,No,No,22,Venmo,Quarterly
2155,21,Male,Coat,Clothing,62,Nevada,M,Navy,Summer,4.5,No,2-Day Shipping,No,No,14,Credit Card,Fortnightly
2156,26,Male,Heels,Footwear,93,Washington,L,Purple,Summer,2.5,No,2-Day Shipping,Yes,Yes,16,Debit Card,Bi-Weekly
2157,42,Female,Trench Coat,Outerwear,74,Oregon,M,Red,Fall,2.5,No,Store Pickup,Yes,Yes,26,PayPal,Monthly
2158,67,Male,Vest,Clothing,79,Alaska,XL,Turquoise,Winter,4.0,No,Free Shipping,No,No,14,Cash,Quarterly
2159,57,Male,Skirt,Clothing,40,Delaware,M,Turquoise,Fall,4.0,Yes,Standard,Yes,Yes,41,PayPal,Fortnightly
2160,56,Male,Trench Coat,Outerwear,34,Alabama,S,Green,Spring,3.5,No,Next Day Air,No,No,4,Venmo,Annually
2161,27,Male,Watch,Accessories,55,Idaho,L,Maroon,Winter,3.0,No,Next Day Air,Yes,Yes,35,Debit Card,Weekly
2162,28,Female,Raincoat,Outerwear,71,Illinois,M,Olive,Spring,5.0,Yes,Standard,No,No,37,Venmo,Every 3 Months
2163,36,Male,Wallet,Accessories,84,Pennsylvania,M,Purple,Summer,3.5,Yes,Next Day Air,Yes,Yes,2,Bank Transfer,Monthly
2164,34,Male,Gloves,Accessories,63,Idaho,M,Blue,Summer,4.0,No,Next Day Air,No,No,35,Cash,Every 3 Months
2165,46,Male,Backpack,Accessories,54,Nebraska,M,Teal,Summer,4.5,No,Next Day Air,No,No,40,Venmo,Bi-Weekly
2166,56,Male,Fleece,Outerwear,39,Montana,L,Indigo,Fall,4.0,Yes,Next Day Air,Yes,Yes,5,Bank Transfer,Fortnightly
2167,66,Male,Blouse,Clothing,20,Michigan,M,Navy,Spring,4.0,Yes,Free Shipping,No,No,47,Bank Transfer,Monthly
2168,52,Male,Boots,Footwear,71,Missouri,M,Navy,Winter,4.0,No,Express,No,No,8,Credit Card,Weekly
2169,66,Female,Leggings,Clothing,66,Kansas,XL,Purple,Spring,4.5,Yes,Free Shipping,Yes,Yes,6,Venmo,Bi-Weekly
2170,61,Male,Skirt,Clothing,20,Vermont,M,Gray,Summer,3.5,Yes,Store Pickup,No,No,31,Debit Card,Fortnightly
2171,24,Female,Pants,Clothing,56,Arkansas,M,Green,Summer,5.0,No,2-Day Shipping,No,No,25,Debit Card,Fortnightly
2172,27,Male,Sweater,Clothing,26,Massachusetts,XL,Turquoise,Spring,5.0,No,Free Shipping,No,No,31,PayPal,Weekly
2173,24,Male,Sunglasses,Accessories,42,Alabama,M,Black,Winter,4.0,No,Standard,Yes,Yes,41,Credit Card,Fortnightly
2174,61,Male,Blouse,Clothing,42,South Carolina,XL,Navy,Winter,5.0,Yes,Next Day Air,No,No,30,Bank Transfer,Fortnightly
2175,59,Male,Windbreaker,Outerwear,96,Nevada,M,Teal,Winter,3.0,Yes,Store Pickup,No,No,43,Bank Transfer,Fortnightly
2176,57,Female,Leggings,Clothing,41,Arkansas,M,Yellow,Winter,3.0,Yes,Standard,No,No,3,Bank Transfer,Weekly
2177,41,Male,Heels,Footwear,50,New Jersey,XL,Indigo,Fall,4.5,Yes,Next Day Air,Yes,Yes,50,Bank Transfer,Bi-Weekly
2178,46,Male,Leggings,Clothing,68,Wyoming,XL,Olive,Winter,3.5,Yes,Next Day Air,No,No,43,PayPal,Weekly
2179,41,Male,Handbag,Accessories,86,North Carolina,M,Purple,Spring,4.0,No,Store Pickup,No,No,11,Cash,Fortnightly
2180,20,Male,Dress,Clothing,62,Alaska,L,Coral,Summer,3.0,No,Standard,No,No,29,Bank Transfer,Bi-Weekly
2181,24,Male,Coat,Clothing,27,Vermont,L,Turquoise,Winter,3.5,No,Express,Yes,Yes,43,Bank Transfer,Quarterly
2182,56,Male,T-shirt,Clothing,65,Oregon,M,Olive,Fall,2.5,No,2-Day Shipping,Yes,Yes,42,Cash,Fortnightly
2183,52,Male,Earrings,Accessories,39,Georgia,L,Beige,Winter,3.0,No,Next Day Air,Yes,Yes,9,PayPal,Quarterly
2184,39,Male,Clogs,Footwear,86,New Mexico,XL,Lavender,Spring,4.5,No,Free Shipping,Yes,Yes,19,Debit Card,Fortnightly
2185,34,Male,Watch,Accessories,59,Missouri,M,Red,Fall,5.0,Yes,Next Day Air,Yes,Yes,17,Bank Transfer,Monthly
2186,68,Female,Shorts,Clothing,30,New Jersey,M,Pink,Spring,4.5,No,Standard,Yes,Yes,12,Debit Card,Monthly
2187,45,Male,Socks,Accessories,99,New Jersey,L,Lavender,Summer,5.0,No,Store Pickup,No,No,17,Debit Card,Weekly
2188,36,Female,Blouse,Clothing,34,South Carolina,XL,Black,Fall,3.5,Yes,Free Shipping,Yes,Yes,39,Debit Card,Annually
2189,62,Male,Belt,Accessories,94,Indiana,M,Green,Spring,3.0,Yes,Express,No,No,19,Debit Card,Bi-Weekly
2190,33,Male,Slippers,Footwear,72,Delaware,XL,Turquoise,Winter,3.5,Yes,Standard,Yes,Yes,45,Credit Card,Weekly
2191,21,Female,Sandals,Footwear,73,Michigan,L,Olive,Spring,4.5,Yes,Free Shipping,No,No,9,Bank Transfer,Annually
2192,46,Male,T-shirt,Clothing,26,Indiana,S,Red,Summer,2.5,No,2-Day Shipping,No,No,20,Debit Card,Weekly
2193,40,Male,Boots,Footwear,36,South Dakota,M,Lavender,Spring,3.5,Yes,Express,Yes,Yes,35,PayPal,Monthly
2194,44,Male,Gloves,Accessories,64,South Carolina,S,Pink,Summer,3.5,No,Store Pickup,Yes,Yes,19,PayPal,Bi-Weekly
2195,19,Male,Moccasins,Footwear,42,Michigan,M,Red,Summer,3.5,No,Store Pickup,Yes,Yes,40,Cash,Monthly
2196,55,Female,Bracelet,Accessories,59,Idaho,L,Red,Winter,3.5,No,Standard,No,No,6,Bank Transfer,Annually
2197,61,Male,Jewelry,Accessories,78,Colorado,S,Red,Fall,4.5,Yes,Standard,Yes,Yes,25,Venmo,Monthly
2198,36,Male,Pants,Clothing,81,Ohio,M,Beige,Winter,3.0,No,Next Day Air,Yes,Yes,2,Bank Transfer,Annually
2199,27,Male,Poncho,Outerwear,77,Oklahoma,M,Purple,Summer,5.0,Yes,Free Shipping,No,No,43,Venmo,Annually
2200,70,Male,Wallet,Accessories,67,New Mexico,M,Beige,Fall,3.0,No,Next Day Air,No,No,46,PayPal,Every 3 Months
2201,34,Male,Jacket,Clothing,94,New Mexico,M,Black,Summer,3.0,No,Standard,No,No,23,Debit Card,Every 3 Months
2202,37,Female,Sandals,Footwear,39,Michigan,M,Orange,Summer,4.0,No,2-Day Shipping,Yes,Yes,38,Debit Card,Monthly
2203,59,Male,Shorts,Clothing,81,Oklahoma,L,Turquoise,Winter,4.5,No,Store Pickup,No,No,42,Debit Card,Annually
2204,51,Male,Slippers,Footwear,68,Rhode Island,M,Purple,Winter,4.5,No,2-Day Shipping,No,No,12,Bank Transfer,Annually
2205,57,Female,Trench Coat,Outerwear,56,Ohio,L,Brown,Summer,5.0,No,Free Shipping,Yes,Yes,28,Credit Card,Annually
2206,61,Male,Fleece,Outerwear,40,Nebraska,M,Navy,Summer,2.5,No,Store Pickup,No,No,6,Credit Card,Fortnightly
2207,21,Male,Raincoat,Outerwear,35,Kansas,S,Olive,Summer,2.5,Yes,Standard,No,No,16,Cash,Monthly
2208,53,Male,Vest,Clothing,90,Wyoming,XL,Maroon,Spring,5.0,No,Standard,No,No,18,Credit Card,Quarterly
2209,43,Male,Leggings,Clothing,77,New York,M,Teal,Spring,5.0,Yes,Store Pickup,Yes,Yes,43,Venmo,Quarterly
2210,47,Female,Earrings,Accessories,57,Minnesota,XL,Pink,Winter,4.0,No,Store Pickup,No,No,22,Cash,Fortnightly
2211,33,Female,Cardigan,Clothing,100,Colorado,M,Orange,Winter,4.5,Yes,Store Pickup,Yes,Yes,36,Credit Card,Bi-Weekly
2212,40,Female,Hat,Accessories,66,Georgia,S,Maroon,Summer,4.5,Yes,2-Day Shipping,Yes,Yes,11,PayPal,Monthly
2213,59,Male,Clogs,Footwear,100,Virginia,M,Orange,Winter,3.5,No,Store Pickup,No,No,14,PayPal,Weekly
2214,69,Male,Handbag,Accessories,99,Kentucky,L,Gray,Fall,3.5,No,2-Day Shipping,No,No,16,Credit Card,Fortnightly
2215,23,Female,Gloves,Accessories,56,Alabama,S,Red,Fall,5.0,No,Store Pickup,Yes,Yes,2,Venmo,Quarterly
2216,23,Male,Necklace,Accessories,90,Arizona,M,Red,Winter,3.5,No,Express,No,No,2,Cash,Weekly
2217,48,Male,Jeans,Clothing,50,Georgia,M,Beige,Spring,2.5,Yes,Free Shipping,Yes,Yes,8,Credit Card,Weekly
2218,37,Female,Scarf,Accessories,53,North Carolina,L,Navy,Spring,3.0,No,2-Day Shipping,Yes,Yes,45,Credit Card,Monthly
2219,45,Male,Skirt,Clothing,50,Maine,S,White,Spring,3.0,Yes,Express,No,No,45,Bank Transfer,Annually
2220,50,Male,Sweater,Clothing,57,Pennsylvania,S,Lavender,Spring,3.0,No,Express,No,No,35,Bank Transfer,Bi-Weekly
2221,63,Male,Shorts,Clothing,58,Mississippi,M,White,Spring,4.0,Yes,Free Shipping,No,No,5,Bank Transfer,Annually
2222,30,Male,Windbreaker,Outerwear,32,New Hampshire,XL,Green,Summer,4.5,No,Next Day Air,No,No,20,Bank Transfer,Fortnightly
2223,22,Female,Pants,Clothing,47,Vermont,L,Coral,Spring,4.0,Yes,Next Day Air,No,No,21,PayPal,Every 3 Months
2224,33,Female,Sandals,Footwear,51,Louisiana,XL,Purple,Winter,3.5,Yes,Free Shipping,No,No,34,Debit Card,Weekly
2225,43,Male,Flats,Footwear,78,Minnesota,S,Black,Winter,4.5,No,Standard,No,No,25,Bank Transfer,Annually
2226,25,Male,Flats,Footwear,84,Washington,M,Maroon,Winter,4.5,No,Next Day Air,Yes,Yes,2,Credit Card,Weekly
2227,54,Male,Heels,Footwear,27,Nevada,M,Teal,Spring,2.5,No,Store Pickup,No,No,39,Debit Card,Monthly
2228,61,Male,Sneakers,Footwear,51,Indiana,L,Maroon,Spring,3.5,Yes,Store Pickup,No,No,1,PayPal,Bi-Weekly
2229,49,Female,Leggings,Clothing,26,Oklahoma,M,Green,Fall,3.0,No,Free Shipping,Yes,Yes,26,Cash,Bi-Weekly
2230,67,Male,Coat,Clothing,89,Vermont,L,Blue,Fall,3.0,No,2-Day Shipping,No,No,37,Debit Card,Annually
2231,27,Male,Moccasins,Footwear,38,Utah,M,Pink,Winter,3.5,Yes,Free Shipping,No,No,50,PayPal,Bi-Weekly
2232,44,Female,Fleece,Outerwear,86,Hawaii,S,Green,Summer,3.5,No,Standard,No,No,32,Credit Card,Monthly
2233,54,Female,T-shirt,Clothing,88,Alaska,M,Green,Summer,3.0,No,Store Pickup,No,No,18,Venmo,Monthly
2234,65,Male,Belt,Accessories,70,Iowa,L,Turquoise,Fall,2.5,No,Next Day Air,No,No,11,Venmo,Monthly
2235,48,Male,Jacket,Clothing,85,Maryland,M,White,Spring,4.5,No,Free Shipping,No,No,12,Venmo,Every 3 Months
2236,63,Male,Shorts,Clothing,28,California,M,Yellow,Spring,3.0,No,Free Shipping,Yes,Yes,25,PayPal,Every 3 Months
2237,51,Male,Coat,Clothing,22,Michigan,M,Purple,Summer,5.0,Yes,Standard,Yes,Yes,33,Credit Card,Monthly
2238,50,Female,Windbreaker,Outerwear,83,New Hampshire,M,Purple,Spring,3.0,Yes,2-Day Shipping,No,No,44,Cash,Quarterly
2239,39,Female,Shorts,Clothing,74,Alaska,M,Gray,Spring,2.5,Yes,2-Day Shipping,Yes,Yes,10,Debit Card,Weekly
2240,27,Female,Peacoat,Outerwear,95,New Mexico,XL,Black,Spring,4.0,No,Next Day Air,Yes,Yes,14,Debit Card,Weekly
2241,51,Male,Shirt,Clothing,27,Pennsylvania,M,Teal,Spring,5.0,No,Store Pickup,No,No,46,Venmo,Bi-Weekly
2242,23,Male,Puffer Jacket,Outerwear,24,Ohio,M,Blue,Summer,4.5,Yes,Free Shipping,No,No,34,Bank Transfer,Quarterly
2243,53,Male,Flats,Footwear,79,Arizona,M,Beige,Fall,4.5,Yes,Store Pickup,Yes,Yes,37,Cash,Fortnightly
2244,25,Male,Jacket,Clothing,52,Maine,L,Yellow,Summer,4.0,No,Free Shipping,Yes,Yes,49,Bank Transfer,Monthly
2245,62,Female,Shorts,Clothing,36,New Mexico,M,Olive,Spring,5.0,No,2-Day Shipping,Yes,Yes,46,PayPal,Fortnightly
2246,46,Male,Cardigan,Clothing,56,Vermont,S,Coral,Fall,3.0,No,Next Day Air,Yes,Yes,36,Credit Card,Weekly
2247,28,Male,Moccasins,Footwear,97,New York,L,Maroon,Spring,2.5,No,Express,Yes,Yes,7,Credit Card,Fortnightly
2248,63,Male,Wallet,Accessories,77,Montana,XL,Green,Spring,4.5,Yes,Express,No,No,19,PayPal,Fortnightly
2249,36,Male,Socks,Accessories,51,Massachusetts,L,Black,Fall,4.0,No,2-Day Shipping,No,No,31,Bank Transfer,Quarterly
2250,43,Male,Jewelry,Accessories,35,Texas,M,Black,Summer,4.5,No,2-Day Shipping,No,No,46,Debit Card,Every 3 Months
2251,70,Male,Hat,Accessories,28,North Dakota,S,Teal,Spring,4.0,No,Express,No,No,47,PayPal,Monthly
2252,64,Male,Shorts,Clothing,35,California,M,Yellow,Winter,3.0,No,Free Shipping,Yes,Yes,38,Venmo,Annually
2253,21,Female,Bracelet,Accessories,58,Idaho,S,Orange,Summer,3.0,Yes,2-Day Shipping,No,No,35,Bank Transfer,Weekly
2254,39,Female,Skirt,Clothing,81,Maine,L,Navy,Summer,2.5,No,Express,Yes,Yes,41,Credit Card,Quarterly
2255,33,Male,Trench Coat,Outerwear,31,Wisconsin,L,Lavender,Spring,4.0,No,Standard,No,No,37,Venmo,Every 3 Months
2256,57,Male,Coat,Clothing,22,Georgia,L,Brown,Fall,4.0,No,Express,Yes,Yes,24,Debit Card,Every 3 Months
2257,44,Male,Socks,Accessories,87,Florida,XL,Gray,Spring,3.0,Yes,Next Day Air,No,No,49,Bank Transfer,Bi-Weekly
2258,19,Male,Flats,Footwear,86,Wyoming,M,Olive,Summer,5.0,No,Next Day Air,Yes,Yes,38,Credit Card,Annually
2259,20,Male,Sandals,Footwear,93,North Carolina,M,Olive,Winter,4.0,No,2-Day Shipping,No,No,47,Cash,Bi-Weekly
2260,46,Female,Trench Coat,Outerwear,98,Nebraska,M,Navy,Winter,4.0,No,Store Pickup,No,No,29,Credit Card,Monthly
2261,48,Male,Belt,Accessories,96,North Carolina,M,White,Summer,5.0,No,Next Day Air,Yes,Yes,1,PayPal,Annually
2262,37,Male,Jeans,Clothing,27,Idaho,M,Red,Summer,4.0,Yes,Free Shipping,No,No,48,Debit Card,Fortnightly
2263,34,Male,Puffer Jacket,Outerwear,76,Iowa,M,Indigo,Spring,5.0,No,Store Pickup,Yes,Yes,3,Bank Transfer,Monthly
2264,32,Male,Jacket,Clothing,38,Tennessee,M,Teal,Summer,4.5,No,Standard,No,No,36,Credit Card,Monthly
2265,66,Male,Sunglasses,Accessories,27,Washington,S,Blue,Summer,4.5,Yes,Express,Yes,Yes,13,Credit Card,Monthly
2266,45,Male,Trench Coat,Outerwear,39,Ohio,XL,Yellow,Fall,4.5,Yes,Standard,No,No,15,Debit Card,Fortnightly
2267,29,Male,Scarf,Accessories,33,Arizona,M,Green,Summer,4.5,Yes,2-Day Shipping,Yes,Yes,1,Venmo,Fortnightly
2268,55,Male,Gloves,Accessories,24,Indiana,S,Gray,Winter,3.0,No,Standard,Yes,Yes,41,Bank Transfer,Bi-Weekly
2269,69,Male,Wallet,Accessories,71,South Dakota,S,Turquoise,Fall,3.5,No,Express,Yes,Yes,1,Cash,Monthly
2270,32,Male,Bracelet,Accessories,100,Mississippi,S,White,Summer,5.0,No,Next Day Air,No,No,42,Bank Transfer,Monthly
2271,36,Male,Gloves,Accessories,58,Washington,S,Black,Spring,3.5,No,Express,Yes,Yes,30,Venmo,Fortnightly
2272,28,Male,T-shirt,Clothing,38,South Dakota,S,Blue,Summer,4.0,No,Standard,No,No,9,Venmo,Bi-Weekly
2273,31,Male,Scarf,Accessories,97,New Jersey,L,Indigo,Summer,5.0,No,Express,Yes,Yes,44,Credit Card,Every 3 Months
2274,62,Male,Sweater,Clothing,96,North Carolina,M,Coral,Summer,5.0,Yes,Free Shipping,Yes,Yes,47,PayPal,Annually
2275,39,Male,Vest,Clothing,87,Montana,L,Maroon,Summer,4.0,No,Store Pickup,No,No,31,PayPal,Weekly
2276,37,Female,Jewelry,Accessories,74,Kansas,M,Coral,Winter,4.5,No,2-Day Shipping,No,No,34,Cash,Annually
2277,37,Male,Hat,Accessories,39,Connecticut,M,Coral,Summer,3.0,No,Store Pickup,No,No,44,Debit Card,Annually
2278,56,Male,Earrings,Accessories,96,Maine,M,Lavender,Winter,3.5,Yes,Next Day Air,No,No,50,Bank Transfer,Fortnightly
2279,41,Male,Jewelry,Accessories,82,Indiana,M,Black,Spring,2.5,No,Next Day Air,Yes,Yes,25,Bank Transfer,Monthly
2280,32,Female,Puffer Jacket,Outerwear,69,Texas,S,Blue,Fall,3.0,No,Store Pickup,Yes,Yes,29,Cash,Bi-Weekly
2281,31,Male,Leggings,Clothing,70,Alabama,S,Coral,Spring,2.5,No,Express,No,No,26,Bank Transfer,Fortnightly
2282,19,Female,Pants,Clothing,39,Nebraska,M,Teal,Fall,4.0,No,Express,No,No,18,PayPal,Monthly
2283,45,Female,Clogs,Footwear,22,Rhode Island,M,White,Summer,3.0,Yes,2-Day Shipping,Yes,Yes,24,Bank Transfer,Bi-Weekly
2284,24,Male,Skirt,Clothing,51,Virginia,M,Beige,Winter,3.0,No,Standard,Yes,Yes,15,Venmo,Monthly
2285,67,Male,Shirt,Clothing,61,Florida,L,Coral,Spring,4.0,No,Store Pickup,Yes,Yes,6,Venmo,Annually
2286,46,Male,Flats,Footwear,76,Colorado,L,Lavender,Fall,5.0,No,Store Pickup,No,No,39,Debit Card,Bi-Weekly
2287,38,Male,Handbag,Accessories,40,West Virginia,M,Black,Fall,2.5,Yes,2-Day Shipping,Yes,Yes,44,Debit Card,Quarterly
2288,43,Female,Trench Coat,Outerwear,53,Iowa,M,Green,Winter,3.0,No,Store Pickup,No,No,8,Credit Card,Weekly
2289,24,Female,Pants,Clothing,50,North Carolina,L,Gray,Spring,3.0,Yes,Next Day Air,Yes,Yes,25,Debit Card,Every 3 Months
2290,37,Male,Skirt,Clothing,71,Kentucky,M,Teal,Summer,4.5,No,2-Day Shipping,Yes,Yes,6,Debit Card,Every 3 Months
2291,29,Male,Sandals,Footwear,50,Washington,L,Yellow,Winter,5.0,No,Next Day Air,Yes,Yes,46,Bank Transfer,Every 3 Months
2292,58,Male,Sunglasses,Accessories,58,Delaware,M,Indigo,Fall,3.0,No,Express,No,No,46,Bank Transfer,Monthly
2293,18,Male,Jacket,Clothing,60,West Virginia,M,Gray,Fall,4.0,Yes,Next Day Air,No,No,34,PayPal,Every 3 Months
2294,19,Male,Slippers,Footwear,79,Connecticut,XL,Turquoise,Winter,4.0,No,2-Day Shipping,Yes,Yes,39,Cash,Bi-Weekly
2295,54,Female,Vest,Clothing,71,South Dakota,S,Brown,Spring,4.5,No,Express,No,No,48,Venmo,Annually
2296,54,Male,Hoodie,Clothing,75,Texas,L,Navy,Spring,4.0,No,Express,Yes,Yes,39,Credit Card,Fortnightly
2297,28,Female,Puffer Jacket,Outerwear,22,New York,XL,White,Summer,2.5,Yes,Standard,No,No,9,PayPal,Weekly
2298,30,Male,Jeans,Clothing,25,Oregon,S,Purple,Spring,4.0,Yes,Standard,No,No,44,PayPal,Monthly
2299,49,Male,Handbag,Accessories,39,Virginia,M,Lavender,Spring,3.5,No,2-Day Shipping,Yes,Yes,12,Debit Card,Weekly
2300,65,Male,T-shirt,Clothing,27,Missouri,L,Brown,Spring,3.5,No,Free Shipping,No,No,8,Venmo,Monthly
2301,21,Female,Sweater,Clothing,35,Texas,S,Green,Fall,3.0,No,Store Pickup,Yes,Yes,48,Venmo,Weekly
2302,49,Male,Sandals,Footwear,74,Georgia,M,Orange,Winter,4.0,No,2-Day Shipping,No,No,39,PayPal,Weekly
2303,19,Female,Socks,Accessories,33,Oregon,S,Lavender,Spring,5.0,No,Store Pickup,No,No,5,Credit Card,Weekly
2304,21,Female,Sandals,Footwear,86,Delaware,M,Purple,Spring,5.0,Yes,Free Shipping,No,No,48,Debit Card,Weekly
2305,20,Female,Tie,Accessories,98,New York,XL,Purple,Spring,4.5,No,Standard,No,No,37,Cash,Quarterly
2306,35,Male,Pants,Clothing,71,Alabama,L,Pink,Spring,3.5,No,Next Day Air,No,No,26,Debit Card,Bi-Weekly
2307,53,Male,Jewelry,Accessories,64,Oregon,L,Navy,Winter,3.0,Yes,Free Shipping,No,No,43,Venmo,Fortnightly
2308,19,Male,Vest,Clothing,76,Nevada,M,Blue,Winter,3.5,Yes,Express,No,No,39,Cash,Annually
2309,20,Male,Fleece,Outerwear,83,Florida,L,Yellow,Spring,3.5,No,2-Day Shipping,No,No,34,Cash,Bi-Weekly
2310,18,Male,Oxfords,Footwear,36,Rhode Island,S,Yellow,Spring,3.0,No,Standard,Yes,Yes,35,Debit Card,Monthly
2311,18,Female,Hoodie,Clothing,36,Louisiana,S,Yellow,Summer,3.5,No,Next Day Air,No,No,11,Debit Card,Fortnightly
2312,49,Female,Jeans,Clothing,28,Mississippi,S,Navy,Fall,3.0,No,Standard,No,No,18,Credit Card,Annually
2313,39,Male,Oxfords,Footwear,24,Alabama,L,Olive,Winter,4.0,Yes,Next Day Air,No,No,24,PayPal,Quarterly
2314,67,Male,Earrings,Accessories,49,Michigan,M,Turquoise,Fall,4.5,No,Store Pickup,Yes,Yes,2,Cash,Bi-Weekly
2315,57,Male,Scarf,Accessories,39,Florida,S,White,Spring,4.0,Yes,Express,No,No,17,Bank Transfer,Annually
2316,64,Male,Boots,Footwear,55,Alaska,S,Lavender,Summer,4.0,No,Standard,Yes,Yes,41,Debit Card,Weekly
2317,48,Male,Tie,Accessories,58,Arizona,S,White,Spring,3.5,No,Standard,No,No,32,Venmo,Bi-Weekly
2318,61,Female,Jewelry,Accessories,33,Tennessee,M,Maroon,Summer,3.0,No,Next Day Air,No,No,30,Venmo,Weekly
2319,57,Female,T-shirt,Clothing,62,Mississippi,L,Teal,Winter,4.5,Yes,Standard,No,No,50,Bank Transfer,Quarterly
2320,50,Male,Scarf,Accessories,83,South Dakota,M,Orange,Winter,4.5,No,Store Pickup,No,No,8,PayPal,Monthly
2321,51,Male,Jewelry,Accessories,23,Michigan,M,Green,Winter,3.5,No,2-Day Shipping,No,No,33,Debit Card,Annually
2322,18,Female,Skirt,Clothing,75,Missouri,XL,Maroon,Fall,4.0,Yes,Store Pickup,No,No,45,Venmo,Monthly
2323,23,Female,Leggings,Clothing,80,Massachusetts,M,Blue,Summer,4.0,No,Free Shipping,No,No,49,Bank Transfer,Annually
2324,43,Male,Sunglasses,Accessories,81,Maine,L,Turquoise,Winter,4.5,No,Free Shipping,Yes,Yes,8,PayPal,Weekly
2325,42,Male,Puffer Jacket,Outerwear,38,Pennsylvania,S,Indigo,Summer,5.0,No,Next Day Air,No,No,14,Credit Card,Every 3 Months
2326,56,Female,Boots,Footwear,35,Utah,S,Green,Fall,4.5,Yes,Express,Yes,Yes,11,Venmo,Monthly
2327,57,Male,Shirt,Clothing,25,West Virginia,M,Orange,Fall,3.0,No,Next Day Air,No,No,46,Venmo,Fortnightly
2328,40,Female,Socks,Accessories,28,Washington,L,Olive,Spring,4.5,No,Next Day Air,No,No,46,Credit Card,Every 3 Months
2329,41,Male,Cardigan,Clothing,52,Indiana,L,Green,Fall,3.5,No,Free Shipping,Yes,Yes,14,Credit Card,Every 3 Months
2330,28,Male,Cardigan,Clothing,61,Kentucky,L,Teal,Spring,3.0,No,Free Shipping,Yes,Yes,47,Bank Transfer,Bi-Weekly
2331,31,Female,Gloves,Accessories,78,New Mexico,S,Navy,Winter,2.5,No,Next Day Air,No,No,49,Cash,Monthly
2332,18,Male,Peacoat,Outerwear,37,Hawaii,S,Lavender,Fall,3.0,Yes,2-Day Shipping,Yes,Yes,9,PayPal,Bi-Weekly
2333,31,Female,Necklace,Accessories,88,Hawaii,L,Purple,Summer,3.0,No,Standard,Yes,Yes,13,PayPal,Quarterly
2334,64,Female,Necklace,Accessories,75,Oregon,M,Maroon,Summer,3.5,Yes,Free Shipping,Yes,Yes,35,Cash,Annually
2335,24,Male,Vest,Clothing,53,Indiana,XL,Olive,Winter,4.0,Yes,Free Shipping,No,No,34,Bank Transfer,Quarterly
2336,69,Male,Dress,Clothing,43,Delaware,M,Yellow,Fall,3.5,No,Next Day Air,Yes,Yes,2,Cash,Bi-Weekly
2337,63,Female,Shorts,Clothing,52,South Dakota,XL,White,Spring,4.0,No,Express,No,No,24,Bank Transfer,Weekly
2338,53,Female,Backpack,Accessories,53,Hawaii,M,Green,Summer,4.0,No,Free Shipping,No,No,27,Credit Card,Fortnightly
2339,43,Male,Watch,Accessories,71,New Jersey,M,Navy,Summer,3.5,No,Store Pickup,Yes,Yes,28,PayPal,Annually
2340,67,Male,Backpack,Accessories,29,Pennsylvania,M,Lavender,Spring,5.0,No,Store Pickup,No,No,32,Credit Card,Annually
2341,30,Male,Shirt,Clothing,82,Montana,M,Gray,Spring,2.5,No,Express,No,No,20,Venmo,Every 3 Months
2342,37,Male,Handbag,Accessories,52,New York,L,Turquoise,Winter,5.0,No,Free Shipping,No,No,47,Venmo,Monthly
2343,24,Female,Pants,Clothing,52,New Jersey,L,Gray,Winter,4.5,Yes,2-Day Shipping,Yes,Yes,6,Cash,Monthly
2344,32,Male,Peacoat,Outerwear,78,South Carolina,XL,Yellow,Summer,4.0,No,Standard,Yes,Yes,38,Bank Transfer,Monthly
2345,25,Male,T-shirt,Clothing,78,Idaho,M,Green,Fall,2.5,No,Next Day Air,No,No,29,Credit Card,Quarterly
